,name,review,cuisine,latitude,longitude,address,rating,review_count,price,postal_code
548,Din Tai Fung,steam pork dumplings well know must try also type dumplings dont like several small dishes like,chinese,1.29757045420498,103.850012915831,"['51 Bras Basah Road', '#01-02', 'Manulife Centre', 'Singapore 189554', 'Singapore']",4.5,8.0,$$,189554
549,Din Tai Fung,generally good food nice variety limited like dumplings place recommended fried rice pork best opinion,chinese,1.29757045420498,103.850012915831,"['51 Bras Basah Road', '#01-02', 'Manulife Centre', 'Singapore 189554', 'Singapore']",4.5,8.0,$$,189554
550,Din Tai Fung,used prefer crystal jade xlb din tai fung recently came large group extended family tried nearly everything,chinese,1.29757045420498,103.850012915831,"['51 Bras Basah Road', '#01-02', 'Manulife Centre', 'Singapore 189554', 'Singapore']",4.5,8.0,$$,189554
551,Din Tai Fung,pork cutlet fried rice enough said given huge portion wouldnt call restaurant price close cafe price even,chinese,1.29757045420498,103.850012915831,"['51 Bras Basah Road', '#01-02', 'Manulife Centre', 'Singapore 189554', 'Singapore']",4.5,8.0,$$,189554
552,Din Tai Fung,food still tastes alright saw longer make noodles dumpling fresh restaurant making components,chinese,1.29757045420498,103.850012915831,"['51 Bras Basah Road', '#01-02', 'Manulife Centre', 'Singapore 189554', 'Singapore']",4.5,8.0,$$,189554
553,Din Tai Fung,ive always heard dtf best dim sum xiao long bao never got try moved singapore live minute bus ride,chinese,1.29757045420498,103.850012915831,"['51 Bras Basah Road', '#01-02', 'Manulife Centre', 'Singapore 189554', 'Singapore']",4.5,8.0,$$,189554
554,Din Tai Fung,din tai fungs reputation made known delicious delicacies award one michelin star hong kong macau edition michelin,chinese,1.29757045420498,103.850012915831,"['51 Bras Basah Road', '#01-02', 'Manulife Centre', 'Singapore 189554', 'Singapore']",4.5,8.0,$$,189554
555,Din Tai Fung,generally good service nice food long strand hair food unacceptable cooks wear hair nets person scoops,chinese,1.29757045420498,103.850012915831,"['51 Bras Basah Road', '#01-02', 'Manulife Centre', 'Singapore 189554', 'Singapore']",4.5,8.0,$$,189554
559,Dolce Vita,recently brought mother lunch restaurant located pool side indoor air con outdoor alfresco dining,italian,1.29063,103.85844,"['5 Raffles Ave', 'Level 5', 'Singapore 039797', 'Singapore']",4.5,6.0,$$$,39797
560,Dolce Vita,excellent place brunch great italian food attentive service price reasonable singapore standards get lot choice,italian,1.29063,103.85844,"['5 Raffles Ave', 'Level 5', 'Singapore 039797', 'Singapore']",4.5,6.0,$$$,39797
561,Dolce Vita,celebrated anniversary beautiful italian restaurant great views overlooking iconic marina bay sands reserved outdoor,italian,1.29063,103.85844,"['5 Raffles Ave', 'Level 5', 'Singapore 039797', 'Singapore']",4.5,6.0,$$$,39797
562,Donergy 'Turkish Kebab',dearth good kebab places singapore looking forward trying sadly quite disappointingfirst plus points,turkish,1.2923,103.85968,"['9 Raffles Boulevard', '#01-09', 'Singapore 039596', 'Singapore']",2.5,2.0,$,39596
563,Donergy 'Turkish Kebab',cant find anything open happen wonder millenia decide give try looks like tourist far chef turkish check,turkish,1.2923,103.85968,"['9 Raffles Boulevard', '#01-09', 'Singapore 039596', 'Singapore']",2.5,2.0,$,39596
564,Dong Bang Hong,delicious koreanchinesestyle food jjangmyun black bean noodles sweet sour porkforgot order dumplings time saw tables,"korean, chinese",1.28267304329438,103.84871177657,"['92/94 Telok Ayer Street', '#01-01', 'Singapore 048472', 'Singapore']",4.0,5.0,$$,48472
565,Dong Bang Hong,korean restaurants dong bang hong offers massive quantities food comes set menu lunch dinner great thing,"korean, chinese",1.28267304329438,103.84871177657,"['92/94 Telok Ayer Street', '#01-01', 'Singapore 048472', 'Singapore']",4.0,5.0,$$,48472
566,Dong Bang Hong,place classic korean food surpise,"korean, chinese",1.28267304329438,103.84871177657,"['92/94 Telok Ayer Street', '#01-01', 'Singapore 048472', 'Singapore']",4.0,5.0,$$,48472
570,Eat At Taipei,restaurant located first floor mall along eateries stretch one brands creative eateries restaurant,taiwanese,1.28492882967657,103.845063282752,"['133 New Bridge Road', '#01-43/44, Chinatown Point', 'Singapore 059413', 'Singapore']",3.0,3.0,$$,59413
571,Eat At Taipei,actually kinda like place much crowded weekends compared weekdays evening service rather slow sunday afternoon,taiwanese,1.28492882967657,103.845063282752,"['133 New Bridge Road', '#01-43/44, Chinatown Point', 'Singapore 059413', 'Singapore']",3.0,3.0,$$,59413
572,Eat At Taipei,im surprised low ratings outlets around island thought solid taiwanese meal kallang wave mall,taiwanese,1.28492882967657,103.845063282752,"['133 New Bridge Road', '#01-43/44, Chinatown Point', 'Singapore 059413', 'Singapore']",3.0,3.0,$$,59413
573,Eat At Taipei,newish restaurant focuses taiwanese food different taiwanese cuisine find ranging street food classic,taiwanese,1.28492882967657,103.845063282752,"['133 New Bridge Road', '#01-43/44, Chinatown Point', 'Singapore 059413', 'Singapore']",3.0,3.0,$$,59413
574,Eat At Taipei,dropped colleagues lunchservice horrible one guy got set meal first minutes later set meal came two us,taiwanese,1.28492882967657,103.845063282752,"['133 New Bridge Road', '#01-43/44, Chinatown Point', 'Singapore 059413', 'Singapore']",3.0,3.0,$$,59413
575,Eat At Taipei,missing lianas kitchen wanted taiwanese food tried visiting loved little different,taiwanese,1.28492882967657,103.845063282752,"['133 New Bridge Road', '#01-43/44, Chinatown Point', 'Singapore 059413', 'Singapore']",3.0,3.0,$$,59413
576,El Mero Mero,defiantly new chef food kicks ass blue fin tostada full flavour super fresh balanced wild fish fresh,mexican,1.295027,103.85249,"['30 Victoria St', '#01-20', 'Singapore 187996', 'Singapore']",2.5,34.0,$$$,187996
577,El Mero Mero,lets talk positives atmosphere el mero mero amazing outdoor seating fun music amazing gm providing great servicebut,mexican,1.295027,103.85249,"['30 Victoria St', '#01-20', 'Singapore 187996', 'Singapore']",2.5,34.0,$$$,187996
578,El Mero Mero,tried place tonight coworkers ambiance music great service also prompt friendly thats pretty much perhaps,mexican,1.295027,103.85249,"['30 Victoria St', '#01-20', 'Singapore 187996', 'Singapore']",2.5,34.0,$$$,187996
579,El Sheikh,first came restaurant arab street still growing rapidly expanding new little cafesrestaurants sprouting,mediterranean,1.30214,103.8612366,"['18 Pahang Street', 'Singapore 198615', 'Singapore']",3.0,1.0,$$,198615
580,el Toro,el toro perfect example one hidden treasures singapore ive looking forward bring friends another time,italian,1.29672,103.8550873,"['7 Purvis Street', '#01-01', 'Singapore 188586', 'Singapore']",4.0,2.0,$$,188586
581,el Toro,reviews visit bloga cold rainy day calls brazilian nutty pumpkin soup roasted garlic cup bowl believe,italian,1.29672,103.8550873,"['7 Purvis Street', '#01-01', 'Singapore 188586', 'Singapore']",4.0,2.0,$$,188586
582,Entre Nous Creperie,ive crepes states ive crepes somehow never rocked worldwe grab quick light meal going theatre,french,1.29618255530705,103.854547317791,"['27 Seah St', '#01-01', 'Ann Chuan Building', 'Singapore 188383', 'Singapore']",4.5,21.0,$$,188383
583,Entre Nous Creperie,place ranked ta quite time niche place known serving brittany area crepes curious see lived,french,1.29618255530705,103.854547317791,"['27 Seah St', '#01-01', 'Ann Chuan Building', 'Singapore 188383', 'Singapore']",4.5,21.0,$$,188383
584,Entre Nous Creperie,first crepe ive since trip france years ago happy crepes tasted great hereit tiny restaurant crepes,french,1.29618255530705,103.854547317791,"['27 Seah St', '#01-01', 'Ann Chuan Building', 'Singapore 188383', 'Singapore']",4.5,21.0,$$,188383
585,Fat Bird,ever la zi ji 辣子鸡 keep ordering omg good tender boneless chicken spicy,chinese,1.29780492395512,103.856542737434,"['1 Liang Seah St', '#01-15/16', 'Singapore 189022', 'Singapore']",4.0,9.0,$$,189022
586,Fat Bird,living singapore get exposed lot foods west would consider irregular things like turtle soup chicken feet eel skin,chinese,1.29780492395512,103.856542737434,"['1 Liang Seah St', '#01-15/16', 'Singapore 189022', 'Singapore']",4.0,9.0,$$,189022
587,Fat Bird,place yummy dishes got lot spicy dishes spicy eat several times staying singapore like seating,chinese,1.29780492395512,103.856542737434,"['1 Liang Seah St', '#01-15/16', 'Singapore 189022', 'Singapore']",4.0,9.0,$$,189022
612,Fine Palate Cafe,breakfast food truly time favourite nothing excites brunch menu came lunch saturday ard indoor,western,1.29826,103.851181,"['51 Waterloo Street, #01-04/05', 'Singapore 187969', 'Singapore']",4.5,2.0,$$$,187969
613,Fine Palate Cafe,heard bit fine palate never chance stop weeks ago came friend work photo shoot came,western,1.29826,103.851181,"['51 Waterloo Street, #01-04/05', 'Singapore 187969', 'Singapore']",4.5,2.0,$$$,187969
628,First Thai Food,visit delicious steamed fish amazing spicy kakong perfect green curry nice thai vegetable omelet,thai,1.2962101,103.8555222,"['23 Purvis St', 'Singapore 188600', 'Singapore']",4.0,13.0,$,188600
629,First Thai Food,love strong flavours youll dig duck noodle soup thats served lunch available spicy nonspicy versions didnt,thai,1.2962101,103.8555222,"['23 Purvis St', 'Singapore 188600', 'Singapore']",4.0,13.0,$,188600
630,First Thai Food,place get super crowded especially weekends visit visit several years ago,thai,1.2962101,103.8555222,"['23 Purvis St', 'Singapore 188600', 'Singapore']",4.0,13.0,$,188600
631,Folklore,first restaurant visited singapore inside hotel issues getting even though wasnt staying hotel menu lot,singaporean,1.30240540246864,103.864042013884,"['700 Beach Rd', 'Level 2', 'Singapore 199598', 'Singapore']",3.5,10.0,$$$,199598
632,Folklore,drive treatbeing folklore damian highly recommend make reservationthey ask car,singaporean,1.30240540246864,103.864042013884,"['700 Beach Rd', 'Level 2', 'Singapore 199598', 'Singapore']",3.5,10.0,$$$,199598
633,Folklore,peranakan husband approves guess speaks dinner delicious experience service slow restaurant,singaporean,1.30240540246864,103.864042013884,"['700 Beach Rd', 'Level 2', 'Singapore 199598', 'Singapore']",3.5,10.0,$$$,199598
634,Folks Collective,went saturday lunch customer choice tables except back staffs needed space sort,thai,1.28378214771405,103.847583453967,"['China Square Central', '20 Cross Street', '#01-25', 'Singapore 048422', 'Singapore']",3.5,15.0,$$,48422
635,Folks Collective,terrible food thai milk tea diluted work least booked reservation eatigo got bill food,thai,1.28378214771405,103.847583453967,"['China Square Central', '20 Cross Street', '#01-25', 'Singapore 048422', 'Singapore']",3.5,15.0,$$,48422
636,Folks Collective,hunt best thai restaurant singapore got tougher recently phuket bar kept getting,thai,1.28378214771405,103.847583453967,"['China Square Central', '20 Cross Street', '#01-25', 'Singapore 048422', 'Singapore']",3.5,15.0,$$,48422
637,Food Republic,limited selections stalls popular staples like roast pork chicken mealsassortment noodles korean chinese japanese foodnice,international,1.29791195619858,103.849930517083,"['51 Bras Basah Rd', '#01-03, Manulife Centre', 'Singapore 189554', 'Singapore']",3.0,8.0,$,189554
638,Food Republic,ive times years consistent two things high price honestly pretty mediocre food tonight,international,1.29791195619858,103.849930517083,"['51 Bras Basah Rd', '#01-03, Manulife Centre', 'Singapore 189554', 'Singapore']",3.0,8.0,$,189554
639,Food Republic,easy find good variety foods day clean cool open corner glass windows gives airy feelings,international,1.29791195619858,103.849930517083,"['51 Bras Basah Rd', '#01-03, Manulife Centre', 'Singapore 189554', 'Singapore']",3.0,8.0,$,189554
640,Food Republic,found place extreme craving xiao long bao xlb went din tai fung prior arriving found immersed plenty,international,1.29791195619858,103.849930517083,"['51 Bras Basah Rd', '#01-03, Manulife Centre', 'Singapore 189554', 'Singapore']",3.0,8.0,$,189554
641,Food Republic,food republic wisma atria renovated even better nowi say skip ethnic food stick local food safer way,international,1.29791195619858,103.849930517083,"['51 Bras Basah Rd', '#01-03, Manulife Centre', 'Singapore 189554', 'Singapore']",3.0,8.0,$,189554
642,Food Republic,ordered japanese food goen black udon wkatsu curry rice ok taste hungry thats another story,international,1.29791195619858,103.849930517083,"['51 Bras Basah Rd', '#01-03, Manulife Centre', 'Singapore 189554', 'Singapore']",3.0,8.0,$,189554
646,Food Republic,nicely decorated food courtto even call food court probably understatement nicer food court food prepared,international,1.29791195619858,103.849930517083,"['51 Bras Basah Rd', '#01-03, Manulife Centre', 'Singapore 189554', 'Singapore']",3.0,8.0,$,189554
696,Founder Bak Kut Teh,bak kut teh one famous singaporeanmalaysian dishes try youre singapore definitely list things eat,singaporean,1.30545617072555,103.860212026586,"['500 Jalan Sultan', '#01-09', 'Singapore 199020', 'Singapore']",4.5,14.0,$$,199020
697,Founder Bak Kut Teh,service sucks food greatthis one many locations singapore get bak kut teh essentially sort soup,singaporean,1.30545617072555,103.860212026586,"['500 Jalan Sultan', '#01-09', 'Singapore 199020', 'Singapore']",4.5,14.0,$$,199020
698,Founder Bak Kut Teh,bak kut teh broth nice peppery unlike several others ive tried enjoy kick spice gives ribs juicy meaty,singaporean,1.30545617072555,103.860212026586,"['500 Jalan Sultan', '#01-09', 'Singapore 199020', 'Singapore']",4.5,14.0,$$,199020
723,Fumèe,place looked like deli outside rows cheese counter walked inside one could help wow collection wines,french,1.29316188562083,103.859812019009,"['9 Raffles Boulevard', '#01-54', 'Singapore 038983', 'Singapore']",3.5,7.0,$$,38983
724,Fumèe,chilli softshell crab linguine little twist singaporean flavour italian style fusion brings joy heart roast chicken,french,1.29316188562083,103.859812019009,"['9 Raffles Boulevard', '#01-54', 'Singapore 038983', 'Singapore']",3.5,7.0,$$,38983
725,Fumèe,area wondered whats good eatwe read good reviews food decided come check things,french,1.29316188562083,103.859812019009,"['9 Raffles Boulevard', '#01-54', 'Singapore 038983', 'Singapore']",3.5,7.0,$$,38983
726,Genki Sushi,queuing minutes able seated started ordering huge variety different sushi found menu vast amazing,japanese,1.285362,103.845021,"['133 New Bridge Rd', '#02-33, Chinatown Point', 'Singapore 059413', 'Singapore']",3.5,6.0,$,59413
727,Genki Sushi,really wanting try genki sushi japan still havent made trip japan yet really wanted try whole idea little cars,japanese,1.285362,103.845021,"['133 New Bridge Rd', '#02-33, Chinatown Point', 'Singapore 059413', 'Singapore']",3.5,6.0,$,59413
728,Genki Sushi,location level chinatown point avoid lunch dinner rush hours youll queuing outside along railingordering get seated,japanese,1.285362,103.845021,"['133 New Bridge Rd', '#02-33, Chinatown Point', 'Singapore 059413', 'Singapore']",3.5,6.0,$,59413
729,Golden Mile Market & Food Centre,pretty large hawker site floors place lot duplicate sort stalls kind makes things lil hard choose generally,singaporean,1.30324337063871,103.8638737,"['505 Beach Road', 'Singapore 199583', 'Singapore']",4.0,13.0,$,199583
730,Golden Mile Market & Food Centre,great hawker centre floors variety foods french baguettes indian food chinese curries place good prices,singaporean,1.30324337063871,103.8638737,"['505 Beach Road', 'Singapore 199583', 'Singapore']",4.0,13.0,$,199583
731,Golden Mile Market & Food Centre,hawkers center location two decades amazingly stalls owners changedyou still find fantastic,singaporean,1.30324337063871,103.8638737,"['505 Beach Road', 'Singapore 199583', 'Singapore']",4.0,13.0,$,199583
753,Golden Peony,late night restaurants already closedthe staff friendly food ok especially singapore standard,cantonese,1.29352,103.85875,"['2 Temasek Blvd', 'Level 3', 'Singapore 038983', 'Singapore']",2.5,4.0,$$$,38983
754,Golden Peony,want write scathing post place based unhappy end meal cant bring verbose hostility,cantonese,1.29352,103.85875,"['2 Temasek Blvd', 'Level 3', 'Singapore 038983', 'Singapore']",2.5,4.0,$$$,38983
755,Golden Peony,used hip side city area justold hopefully suntec revamp livelyexcept large,cantonese,1.29352,103.85875,"['2 Temasek Blvd', 'Level 3', 'Singapore 038983', 'Singapore']",2.5,4.0,$$$,38983
756,Grandma's,came sunday lunch fellow church mateslocation wise among food hub raffles citys basement clustered,chinese,1.295968,103.858967,"['3 Temasek Boulevard', '#B1-108', 'Singapore 038983', 'Singapore']",4.0,4.0,$$$,38983
757,Grandma's,location grandmas suntec city mall crowded weekday lunch probably good place groups go,chinese,1.295968,103.858967,"['3 Temasek Boulevard', '#B1-108', 'Singapore 038983', 'Singapore']",4.0,4.0,$$$,38983
758,Grandma's,id recommend restaurant two kinds people trying show local cuisine salt years idea,chinese,1.295968,103.858967,"['3 Temasek Boulevard', '#B1-108', 'Singapore 038983', 'Singapore']",4.0,4.0,$$$,38983
759,Guksu,needed jeongol fix found line leading craving suntec mall guksu kimchi korean restaurant sisters located within stones toss,korean,1.29320129768295,103.857066132278,"['3 Temasek Boulevard', '#02-385', 'Singapore 038983', 'Singapore']",3.0,7.0,$,38983
760,Guksu,korean fast food thats quite expensive serving size sisters kids wanted try cheese fondue one visit probably enough,korean,1.29320129768295,103.857066132278,"['3 Temasek Boulevard', '#02-385', 'Singapore 038983', 'Singapore']",3.0,7.0,$,38983
761,Guksu,get excited looking menu lunch menu mostly combos came korean fried chicken along mains wish give,korean,1.29320129768295,103.857066132278,"['3 Temasek Boulevard', '#02-385', 'Singapore 038983', 'Singapore']",3.0,7.0,$,38983
762,Guzman Y Gomez,chain grab go kind mexican place branches city ive got burrito bowl fair times quality consistent,mexican,1.27838963071044,103.850666843355,"['12 Marina View', '#02-11, Asia Square Tower 2', 'Singapore 018961', 'Singapore']",3.5,19.0,$,18961
763,Guzman Y Gomez,love place great food costly avoid fries though stick burritos please support business covid theyre,mexican,1.27838963071044,103.850666843355,"['12 Marina View', '#02-11, Asia Square Tower 2', 'Singapore 018961', 'Singapore']",3.5,19.0,$,18961
764,Guzman Y Gomez,mediocre food bad servicethey cleared order screen perhaps attempt improve time metrics meant order,mexican,1.27838963071044,103.850666843355,"['12 Marina View', '#02-11, Asia Square Tower 2', 'Singapore 018961', 'Singapore']",3.5,19.0,$,18961
765,Guzman Y Gomez,pulled pork mini burrito starsi really like offer mini burritos wont getting whole wheat tortilla next time flavor,mexican,1.27838963071044,103.850666843355,"['12 Marina View', '#02-11, Asia Square Tower 2', 'Singapore 018961', 'Singapore']",3.5,19.0,$,18961
766,Guzman Y Gomez,guzman gomez finally opens business west side singaporeduring opening gave free burritos afternoon live,mexican,1.27838963071044,103.850666843355,"['12 Marina View', '#02-11, Asia Square Tower 2', 'Singapore 018961', 'Singapore']",3.5,19.0,$,18961
767,Guzman Y Gomez,excited place opened near ive tried perth australia really liked theremaybe opening pains,mexican,1.27838963071044,103.850666843355,"['12 Marina View', '#02-11, Asia Square Tower 2', 'Singapore 018961', 'Singapore']",3.5,19.0,$,18961
768,Happy Crab,bbq crabs havent anyone else thought brilliant twist teow chew cold crab indeed succulent sweet crabs stuffed melted roe,singaporean,1.3022323,103.8610412,"['13 Pahang St', 'Singapore 198613', 'Singapore']",4.5,11.0,$$$,198613
769,Happy Crab,huge clumps hair food rude service staff thought ok smoke next children even asked nicely b,singaporean,1.3022323,103.8610412,"['13 Pahang St', 'Singapore 198613', 'Singapore']",4.5,11.0,$$$,198613
770,Happy Crab,want simple yummy seafood meal place make sure call make reservations open mon sat closed sunday public,singaporean,1.3022323,103.8610412,"['13 Pahang St', 'Singapore 198613', 'Singapore']",4.5,11.0,$$$,198613
795,Haramiya Japanese BBQ Restaurant,extensive menu unsure order asked waiter would recommend well wasnt sure either took guess picked,japanese,1.28797372612398,103.846020432574,"['6 Eu Tong Sen Street', '#03-86 The Central', 'Singapore 059817', 'Singapore']",4.0,5.0,$$,59817
796,Haramiya Japanese BBQ Restaurant,haramiya central sells fresh delicious meat items japanese barbeque love dip go along tasty,japanese,1.28797372612398,103.846020432574,"['6 Eu Tong Sen Street', '#03-86 The Central', 'Singapore 059817', 'Singapore']",4.0,5.0,$$,59817
797,Haramiya Japanese BBQ Restaurant,exactly premium yakiniku price point guess get value money,japanese,1.28797372612398,103.846020432574,"['6 Eu Tong Sen Street', '#03-86 The Central', 'Singapore 059817', 'Singapore']",4.0,5.0,$$,59817
798,Herbivore,though expensive side vegan japanese restaurant really goodim vegan open eating since heard high,japanese,1.30044,103.85225,"['190 Middle Rd', '#01-13/14', 'Singapore 188979', 'Singapore']",4.5,11.0,$$,188979
799,Herbivore,spicy ramen nondairy starsthe noodles soft mock meat cha shu tasted like mix spam vital wheat gluten mock,japanese,1.30044,103.85225,"['190 Middle Rd', '#01-13/14', 'Singapore 188979', 'Singapore']",4.5,11.0,$$,188979
800,Herbivore,family dinner couple times im sure back food well prepared delicious like japanese food,japanese,1.30044,103.85225,"['190 Middle Rd', '#01-13/14', 'Singapore 188979', 'Singapore']",4.5,11.0,$$,188979
801,Hokkaido Ramen Santouka,yesssthe good news finally cross santouka man wanna try one day listthe bad cravings list isnt,japanese,1.28796305006824,103.846003923218,"['6 Eu Tong Sen St', '#02-76', 'Singapore 059817', 'Singapore']",4.5,58.0,$$,59817
802,Hokkaido Ramen Santouka,bit difficult find floor far corner looking hotel river mapquest different name helpful ramen santouka,japanese,1.28796305006824,103.846003923218,"['6 Eu Tong Sen St', '#02-76', 'Singapore 059817', 'Singapore']",4.5,58.0,$$,59817
803,Hokkaido Ramen Santouka,great location great food someone isnt well versed raman even like soup options choose satisfy,japanese,1.28796305006824,103.846003923218,"['6 Eu Tong Sen St', '#02-76', 'Singapore 059817', 'Singapore']",4.5,58.0,$$,59817
828,Hong Xing Handmade Fishball,bouncy fish balls meat ballsbouncy fish balls meat balls handmade high light people may find odd seems bouncy balls,chinese,1.28523157446074,103.845650106668,"['531A Upper Cross St', '#02-30', 'Singapore 051531', 'Singapore']",4.5,2.0,$,51531
829,House of Gimbap,ive eyeing place every time coffee starbucks opposite tell girl need try place well,korean,1.2923,103.85968,"['9 Raffles Boulevard', '#01-103, Millenia Walk', 'Singapore 039596', 'Singapore']",3.0,1.0,$$,39596
830,Hwang Sil,family tried every single jjajangmyun house area best one theyve found food disappointstarted fried,korean,1.27918135568679,103.844968490303,"['38 Maxwell Road', 'Hex 01-03/05 Air View Bldg', 'Singapore 069116', 'Singapore']",4.0,2.0,$$,69116
831,Hwang Sil,came managed avoid lunch crowd welcomed friendly staff ordered recommended dishes jjajjangmyeon black bean,korean,1.27918135568679,103.844968490303,"['38 Maxwell Road', 'Hex 01-03/05 Air View Bldg', 'Singapore 069116', 'Singapore']",4.0,2.0,$$,69116
832,ichidon,went lunch one day quite ok unfortunately dont like restaurants around lunch menu,japanese,1.2772797,103.8465299,"['Maxwell Road 32', 'Singapore 069115', 'Singapore']",3.0,1.0,$$$,69115
833,Idaten Udon,yes fast food udon also pretty darn great basically like chipotle udon pick noodles pick protein sides,japanese,1.29158847463109,103.855518824318,"['One Raffles Link', '#B1-21, CityLink Mall', 'Singapore 039393', 'Singapore']",3.5,6.0,$,39393
834,Idaten Udon,place modeled japanese udon bars walk add stuff udon instead ordering udon predetermined combinations,japanese,1.29158847463109,103.855518824318,"['One Raffles Link', '#B1-21, CityLink Mall', 'Singapore 039393', 'Singapore']",3.5,6.0,$,39393
835,Idaten Udon,got sakura udon tempura enoki crab cream koroke tempura crab cream koroke delicious stupidly see,japanese,1.29158847463109,103.855518824318,"['One Raffles Link', '#B1-21, CityLink Mall', 'Singapore 039393', 'Singapore']",3.5,6.0,$,39393
836,Il Fiore,really star place positives going ill give bit hard find youre familiar,italian,1.28471,103.85195,"['50 Raffles Pl', '#B1-01', 'Singapore Land Tower', 'Singapore 048623', 'Singapore']",4.0,2.0,$$,48623
837,Il Fiore,true local joint middle raffles place place know heart business district get great local food past,italian,1.28471,103.85195,"['50 Raffles Pl', '#B1-01', 'Singapore Land Tower', 'Singapore 048623', 'Singapore']",4.0,2.0,$$,48623
838,Ippudo,ippudo neighborhood like loving grandparent nearby whenever feel bit blue bit contemplative simply go ippudo,japanese,1.27824817939769,103.85095987469,"['12 Marina View', '#02-01, Asia Square Tower 2', 'Singapore 018961', 'Singapore']",4.5,3.0,$,18961
839,Ippudo,surprised see ippudo ramen express asia square food garden yes finally ramen true convenience root still dont get,japanese,1.27824817939769,103.85095987469,"['12 Marina View', '#02-01, Asia Square Tower 2', 'Singapore 018961', 'Singapore']",4.5,3.0,$,18961
840,Ippudo,skeptical curious whole ippudo food court concept tried cant complain ippudo quality really high,japanese,1.27824817939769,103.85095987469,"['12 Marina View', '#02-01, Asia Square Tower 2', 'Singapore 018961', 'Singapore']",4.5,3.0,$,18961
841,Ippudo,third time charmive dined ippudo first new york second hong kong singapore favorite like good restaurant sg wait,japanese,1.27824817939769,103.85095987469,"['12 Marina View', '#02-01, Asia Square Tower 2', 'Singapore 018961', 'Singapore']",4.5,3.0,$,18961
842,Ippudo,came recommendation ramen outstanding real players pork buns steak freaking delicious french fries tastes,japanese,1.27824817939769,103.85095987469,"['12 Marina View', '#02-01, Asia Square Tower 2', 'Singapore 018961', 'Singapore']",4.5,3.0,$,18961
843,Ippudo,loveddd ramen came wednesday afternoon wait cant go wrong original broth medium noodle hardness,japanese,1.27824817939769,103.85095987469,"['12 Marina View', '#02-01, Asia Square Tower 2', 'Singapore 018961', 'Singapore']",4.5,3.0,$,18961
850,Ippudo,first meal arriving singapore must say definitely impressed offer mostly ramen different broths,japanese,1.27824817939769,103.85095987469,"['12 Marina View', '#02-01, Asia Square Tower 2', 'Singapore 018961', 'Singapore']",4.5,3.0,$,18961
851,Ippudo,great ramen gem found singapore huge selection ramen even ask world like noodles soft medium hard rated,japanese,1.27824817939769,103.85095987469,"['12 Marina View', '#02-01, Asia Square Tower 2', 'Singapore 018961', 'Singapore']",4.5,3.0,$,18961
852,Ippudo,ippudo name ramen game ramen quite well indeed lucked get last seats line door,japanese,1.27824817939769,103.85095987469,"['12 Marina View', '#02-01, Asia Square Tower 2', 'Singapore 018961', 'Singapore']",4.5,3.0,$,18961
895,Irodori Japanese Restaurant,,japanese,1.30004,103.8494568,"['1 Selegie Road PoMo', '#01-14/15', 'Singapore 188306', 'Singapore']",2.0,1.0,$$$,188306
896,Isle Eating House,hidden second floor park lane shopping mall isle eating house simple coffee shop located heart dhoby ghaut always common,singaporean,1.30066,103.8494034,"['35 Selegie Road', '#02-10 Parklane Shopping Mall', 'Singapore 188307', 'Singapore']",4.5,3.0,$,188307
897,Isle Eating House,humble eating house second level parklane shopping mall rather rundown place reminds malls like,singaporean,1.30066,103.8494034,"['35 Selegie Road', '#02-10 Parklane Shopping Mall', 'Singapore 188307', 'Singapore']",4.5,3.0,$,188307
898,Isle Eating House,could possibly lead people queue swimming pools length econ ricevalue probably many places area least side,singaporean,1.30066,103.8494034,"['35 Selegie Road', '#02-10 Parklane Shopping Mall', 'Singapore 188307', 'Singapore']",4.5,3.0,$,188307
920,Istanbul Grill's & Cafe,located arab street came get ice cold tea help cool tried one signature iced tea tea quite good,turkish,1.30151575253815,103.859663045258,"['62 Bussorah Street', 'Singapore 199478', 'Singapore']",2.5,7.0,$$,199478
921,Istanbul Grill's & Cafe,one first places arab street stop tried mezze sampler little food support price,turkish,1.30151575253815,103.859663045258,"['62 Bussorah Street', 'Singapore 199478', 'Singapore']",2.5,7.0,$$,199478
922,Istanbul Grill's & Cafe,good food ambianceprice fair quality quantitywe ask mixed grill baklava tasty extremely big,turkish,1.30151575253815,103.859663045258,"['62 Bussorah Street', 'Singapore 199478', 'Singapore']",2.5,7.0,$$,199478
929,J K Don,j k small eatery near entrance shaw towers serves japanese korean cuisine specialize ramen japanese curry beef bulgogi,"japanese, korean",1.2965,103.8567,"['100 Beach Rd', '#01-42', 'Shaw Tower', 'Singapore 189702', 'Singapore']",3.0,1.0,$,189702
931,Jai Thai,friendly service missed special combination willing change order im grateful theres sufficient staff meet,thai,1.29627,103.85532,"['27 Purvis St', 'Singapore 188604', 'Singapore']",4.0,21.0,$,188604
932,Jai Thai,many different options vegetarian im glad vegetarian section menu service quick using ipads table,thai,1.29627,103.85532,"['27 Purvis St', 'Singapore 188604', 'Singapore']",4.0,21.0,$,188604
933,Jai Thai,problems found napkins good service food delicious hard find good inexpensive thai food restaurants singaporewe,thai,1.29627,103.85532,"['27 Purvis St', 'Singapore 188604', 'Singapore']",4.0,21.0,$,188604
934,Jai Thai,eat need get something premimpin location parking bad dont pay attention bound get fine ambience aircon,thai,1.29627,103.85532,"['27 Purvis St', 'Singapore 188604', 'Singapore']",4.0,21.0,$,188604
