,Unnamed: 0_x,Unnamed: 0.1,name,id,review,Unnamed: 0_y,cuisine,latitude,longitude,address,rating,review_count,price
2203,386.0,386.0,Mr and Mrs Mohgan's Super Crispy Roti Prata,wYNGXcCnAZGf_sse7d_Tgg,ready wait bit local favorite suburbs sg fresh rotis pretty good place shines,142,indian,1.30969568832628,103.902061906746,"['300 Joo Chiat Rd', 'Singapore 427551', 'Singapore']",4.0,31,$
2204,387.0,387.0,Mr and Mrs Mohgan's Super Crispy Roti Prata,wYNGXcCnAZGf_sse7d_Tgg,delicious roti prata vegetarian curry available tried plain onion cheese cheese one honestly plain best,142,indian,1.30969568832628,103.902061906746,"['300 Joo Chiat Rd', 'Singapore 427551', 'Singapore']",4.0,31,$
2205,388.0,388.0,Mr and Mrs Mohgan's Super Crispy Roti Prata,wYNGXcCnAZGf_sse7d_Tgg,ate mon food ready within minutes order wait number called pay pickup food sure try,142,indian,1.30969568832628,103.902061906746,"['300 Joo Chiat Rd', 'Singapore 427551', 'Singapore']",4.0,31,$
2227,398.0,398.0,Geylang Lorong 9 Beef Kway Teow,HALtXIDS54MBLYD3VRyJ8A,recent op ed fb businesses singapore effect covid businesses closing might worth saving,143,indian,1.3123,103.87664,"['237 Geylang Lorong 9', 'Singapore 388756', 'Singapore']",4.0,14,$
2228,399.0,399.0,Geylang Lorong 9 Beef Kway Teow,HALtXIDS54MBLYD3VRyJ8A,love hor fun flat rice noodles believe found favorite place singapore places seems like noodles blanched,143,indian,1.3123,103.87664,"['237 Geylang Lorong 9', 'Singapore 388756', 'Singapore']",4.0,14,$
2229,400.0,400.0,Geylang Lorong 9 Beef Kway Teow,HALtXIDS54MBLYD3VRyJ8A,amazing theres dish miss dearly whenever leave singapore one beef hor fun back penang kl,143,indian,1.3123,103.87664,"['237 Geylang Lorong 9', 'Singapore 388756', 'Singapore']",4.0,14,$
2254,329.0,329.0,Hainanese Delicacy Chicken Rice,tz8VEeIOoM5Cu1NSnC2JIQ,every time return singapore gotta chicken rice years business still going strong without loss quality,144,indian,1.30697898661651,103.833246280225,"['14 Scotts Rd', '#05-116', 'Singapore 228213', 'Singapore']",4.5,39,$
2255,330.0,330.0,Hainanese Delicacy Chicken Rice,tz8VEeIOoM5Cu1NSnC2JIQ,thanks yelp helped find favorite hainanese chicken rice place world far got quarter chicken rice set confuses,144,indian,1.30697898661651,103.833246280225,"['14 Scotts Rd', '#05-116', 'Singapore 228213', 'Singapore']",4.5,39,$
2256,331.0,331.0,Hainanese Delicacy Chicken Rice,tz8VEeIOoM5Cu1NSnC2JIQ,delish inexpensive good fast food good hainesese chicken rice would recommend anyone wants get world hcr trying,144,indian,1.30697898661651,103.833246280225,"['14 Scotts Rd', '#05-116', 'Singapore 228213', 'Singapore']",4.5,39,$
2341,408.0,408.0,Changi Village Hawker Centre,j-b9opdHUZOWKot7vMBnYg,traffic quite crazy weekends theres good reason food singapore youd ask hawker,147,indian,1.38935077258577,103.988161871364,"['2 Changi Village Rd', 'Singapore 500002', 'Singapore']",4.0,14,$
2342,409.0,409.0,Changi Village Hawker Centre,j-b9opdHUZOWKot7vMBnYg,love different types cusine place cheap prices tourist must try slice singaporean food offerings,147,indian,1.38935077258577,103.988161871364,"['2 Changi Village Rd', 'Singapore 500002', 'Singapore']",4.0,14,$
2343,410.0,410.0,Changi Village Hawker Centre,j-b9opdHUZOWKot7vMBnYg,changi village hawker centreyes another hawker centre wet market attached though wet market smaller scale compared,147,indian,1.38935077258577,103.988161871364,"['2 Changi Village Rd', 'Singapore 500002', 'Singapore']",4.0,14,$
2365,958.0,958.0,Ghim Moh Market,YLZAVINCWOypAPrvc4GrLA,september recent visit market known ghim moh road market food centre located ghim moh road singapore,148,indian,1.3111178897203,103.78848076426,"['20 Ghim Moh Road', 'Singapore', 'Singapore']",4.5,15,$
2366,959.0,959.0,Ghim Moh Market,YLZAVINCWOypAPrvc4GrLA,love laksa long queue curry rice closedearly duck rice long queue worthwhile beef hor fun stingy chaipok chwee,148,indian,1.3111178897203,103.78848076426,"['20 Ghim Moh Road', 'Singapore', 'Singapore']",4.5,15,$
2367,960.0,960.0,Ghim Moh Market,YLZAVINCWOypAPrvc4GrLA,years since last set foot place must admit miss looking forward vermicelli noodles,148,indian,1.3111178897203,103.78848076426,"['20 Ghim Moh Road', 'Singapore', 'Singapore']",4.5,15,$
2368,402.0,402.0,ABC Brickworks Market & Food Centre,LqKJh-IvIuUwwuzUO6Mcmw,bowl q q mee pok made mee pok person stall flavourful noodles soft tender pork meat pork lardhosay mee,149,indian,1.28695,103.8081131,"['6 Jalan Bukit Merah', 'Singapore 150006', 'Singapore']",4.5,13,$
2369,403.0,403.0,ABC Brickworks Market & Food Centre,LqKJh-IvIuUwwuzUO6Mcmw,one better hawker centres singapore unfortunately famous stalls eg ah er herbal soup earned bib bib gourmand claypot,149,indian,1.28695,103.8081131,"['6 Jalan Bukit Merah', 'Singapore 150006', 'Singapore']",4.5,13,$
2370,404.0,404.0,ABC Brickworks Market & Food Centre,LqKJh-IvIuUwwuzUO6Mcmw,came weekday wasnt terribly busy good variety cuisines plenty seatingi tried one thai shop,149,indian,1.28695,103.8081131,"['6 Jalan Bukit Merah', 'Singapore 150006', 'Singapore']",4.5,13,$
2392,3661.0,3661.0,Ji Ji Wanton Noodle Specialist,OhhI_45WrLaSvsN2nABUWA,ji ji noodle house one food stalls must patronise hong lim food complex also one stalls recommended,150,indian,1.285775,103.845604,"['531A Upper Cross St', '#02-48/49', 'Singapore 050531', 'Singapore']",4.0,5,$
2393,3662.0,3662.0,Ji Ji Wanton Noodle Specialist,OhhI_45WrLaSvsN2nABUWA,excellent old school sui gao dumpling noodle dumplings large ought ample minced pork filling detectable fresh,150,indian,1.285775,103.845604,"['531A Upper Cross St', '#02-48/49', 'Singapore 050531', 'Singapore']",4.0,5,$
2394,3663.0,3663.0,Ji Ji Wanton Noodle Specialist,OhhI_45WrLaSvsN2nABUWA,one favorite wanton noodles stall avoiding becos taste good almost addictivethe regular must,150,indian,1.285775,103.845604,"['531A Upper Cross St', '#02-48/49', 'Singapore 050531', 'Singapore']",4.0,5,$
2395,411.0,411.0,Wee Nam Kee Chicken Rice,Xbd6RhIE2tbrKTCg-jqEcQ,wee nam kee chicken rice pretz box get ntuc chicken rice always good consistency true,151,indian,1.317058,103.843868,"['101 Thomson Rd', '#01-08', 'Singapore 307591', 'Singapore']",4.0,46,$
2396,412.0,412.0,Wee Nam Kee Chicken Rice,Xbd6RhIE2tbrKTCg-jqEcQ,restaurant customers three tables yet services slow inattentiveordered set chicken meat rice soup soup,151,indian,1.317058,103.843868,"['101 Thomson Rd', '#01-08', 'Singapore 307591', 'Singapore']",4.0,46,$
2397,413.0,413.0,Wee Nam Kee Chicken Rice,Xbd6RhIE2tbrKTCg-jqEcQ,came dinner night tasty experience thank yelper nik fantastic photos review located novena,151,indian,1.317058,103.843868,"['101 Thomson Rd', '#01-08', 'Singapore 307591', 'Singapore']",4.0,46,$
2428,414.0,414.0,Man Man Japanese Unagi,73G2fb9fQ1bHRqns3cikmA,came pm monday line taste love unagi dream come true really flavorful unagi perfect sauce,156,indian,1.27908,103.84139,"['1 Keong Saik Rd', '#01-01', 'Singapore 089109', 'Singapore']",5.0,19,$$
2429,415.0,415.0,Man Man Japanese Unagi,73G2fb9fQ1bHRqns3cikmA,came across man man time ago walking duxton road keong saik road mention bit information man man tucked,156,indian,1.27908,103.84139,"['1 Keong Saik Rd', '#01-01', 'Singapore 089109', 'Singapore']",5.0,19,$$
2430,416.0,416.0,Man Man Japanese Unagi,73G2fb9fQ1bHRqns3cikmA,easy get mrt got long line rain unagi worth far best unagi unagi,156,indian,1.27908,103.84139,"['1 Keong Saik Rd', '#01-01', 'Singapore 089109', 'Singapore']",5.0,19,$$
2455,417.0,417.0,Five Star Hainanese Chicken Rice,B8TBkuvoF0JI_I9jJ4kq1g,ie five star chicken ricechicken always tender tasty one better hainanese chicken rice get singapore,157,indian,1.30717,103.90635,"['191 East Coast Rd', 'Singapore 428897', 'Singapore']",4.5,23,$$
2456,418.0,418.0,Five Star Hainanese Chicken Rice,B8TBkuvoF0JI_I9jJ4kq1g,service really good fast ordering keen business staff well motivated food one better chicken rice many stores,157,indian,1.30717,103.90635,"['191 East Coast Rd', 'Singapore 428897', 'Singapore']",4.5,23,$$
2457,419.0,419.0,Five Star Hainanese Chicken Rice,B8TBkuvoF0JI_I9jJ4kq1g,spontaneously checked spot disappointed even though prices slightly average compared hawker standsfood courts,157,indian,1.30717,103.90635,"['191 East Coast Rd', 'Singapore 428897', 'Singapore']",4.5,23,$$
2482,423.0,423.0,Fat Bird,91vjdlaeWv-Uaz5cloj-UA,ever la zi ji 辣子鸡 keep ordering omg good tender boneless chicken spicy,158,indian,1.29780492395512,103.856542737434,"['1 Liang Seah St', '#01-15/16', 'Singapore 189022', 'Singapore']",4.0,9,$$
2483,424.0,424.0,Fat Bird,91vjdlaeWv-Uaz5cloj-UA,living singapore get exposed lot foods west would consider irregular things like turtle soup chicken feet eel skin,158,indian,1.29780492395512,103.856542737434,"['1 Liang Seah St', '#01-15/16', 'Singapore 189022', 'Singapore']",4.0,9,$$
2484,425.0,425.0,Fat Bird,91vjdlaeWv-Uaz5cloj-UA,place yummy dishes got lot spicy dishes spicy eat several times staying singapore like seating,158,indian,1.29780492395512,103.856542737434,"['1 Liang Seah St', '#01-15/16', 'Singapore 189022', 'Singapore']",4.0,9,$$
2509,480.0,480.0,Club55,ArwBCCoM_zB_4JTZA9E3oQ,vacation always great excuse treat yo self fabulously gluttonous way cheese chocolate buffet day sightseeing,159,indian,1.284922,103.861143,"['10 Bayfront Ave', 'Hotel Tower 2, Level 55', 'Singapore 018956', 'Singapore']",4.5,6,$$
2510,481.0,481.0,Club55,ArwBCCoM_zB_4JTZA9E3oQ,definitely worth upgrading club room suite take advantage buffet breakfast afternoon tea evening,159,indian,1.284922,103.861143,"['10 Bayfront Ave', 'Hotel Tower 2, Level 55', 'Singapore 018956', 'Singapore']",4.5,6,$$
2511,482.0,482.0,Club55,ArwBCCoM_zB_4JTZA9E3oQ,best breakfast buffet ive ever ive lot best natto japanese sides singaporean food also really good,159,indian,1.284922,103.861143,"['10 Bayfront Ave', 'Hotel Tower 2, Level 55', 'Singapore 018956', 'Singapore']",4.5,6,$$
2533,426.0,426.0,Din Tai Fung,bjL1PC2e9dvjBVewmoXYwQ,third din tai fung like one know immediately good job special dumplings xiao long bao restaurant,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2534,427.0,427.0,Din Tai Fung,bjL1PC2e9dvjBVewmoXYwQ,youre used hour waits los angeles eat pay much higher prices like heaven eating singapore walk,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2535,428.0,428.0,Din Tai Fung,bjL1PC2e9dvjBVewmoXYwQ,dont know dtf worth going opinion paragon one rest soso dumplings noodles fried,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2548,3783.0,3783.0,Din Tai Fung,3vfTpKhwaGga_BwFk3YaNQ,tasty fun meal restaurant part chain brings taiwanese dumplings singapore kitchen behind glass enabling watch,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2549,3784.0,3784.0,Din Tai Fung,3vfTpKhwaGga_BwFk3YaNQ,hmmmi dont get hype friend ordered crabmeat pork soup dumpling beef noodles super mediocre uhm mom,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2550,3785.0,3785.0,Din Tai Fung,3vfTpKhwaGga_BwFk3YaNQ,went locations singaporeboth amazing really busy service good dumplings amazing kind dishes,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2551,3791.0,3791.0,Din Tai Fung,SOv7xKGv-uFnddvWWnlwXQ,wow best dumplings ever hands veg pork favorite fresh delicious prawn pancake also another highlight,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2552,3792.0,3792.0,Din Tai Fung,SOv7xKGv-uFnddvWWnlwXQ,short wait worth little one loves usual soup dumplings noodles mushrooms time tried,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2553,3793.0,3793.0,Din Tai Fung,SOv7xKGv-uFnddvWWnlwXQ,first restaurant dinner second day visit singapore ordered xiao long bao egg fried riceone shrimp service,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2554,3817.0,3817.0,Din Tai Fung,4Xm4LZQjoavYm0Yjs1QgsQ,favorite din tai fung dining experience date went weekend empty refreshing surprise consistency,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2555,3818.0,3818.0,Din Tai Fung,4Xm4LZQjoavYm0Yjs1QgsQ,used din tai fung locations us prepare treat said youre used din tai fung locations,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2556,3819.0,3819.0,Din Tai Fung,4Xm4LZQjoavYm0Yjs1QgsQ,food great especially red dates glutinous rice new favorite food seemed people work really,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2557,3847.0,3847.0,Din Tai Fung,wsi-CxM5Beb-mqfGqPFFFA,ive waiting go finally got singapore even though restaurant live line eat really long,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2558,3848.0,3848.0,Din Tai Fung,wsi-CxM5Beb-mqfGqPFFFA,amazing meal back hong kong years back couldnt wait get chance dine one dtfs singapore first,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2559,3849.0,3849.0,Din Tai Fung,wsi-CxM5Beb-mqfGqPFFFA,tldr even youve locations countries try items exclusive asiasingapore wait one person took,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2560,3990.0,3990.0,Din Tai Fung,CHWg2hbCDr-fctxrh7ZoEw,original store taiwan one stark contrast level customer service service experienced bad,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2561,3991.0,3991.0,Din Tai Fung,CHWg2hbCDr-fctxrh7ZoEw,place already well known review specific branch jem deterred number people standing outside restaurant,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2562,3992.0,3992.0,Din Tai Fung,CHWg2hbCDr-fctxrh7ZoEw,lessthanwealthy college student living southwest singapore attest lack cheap delicious restaurants,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2575,6031.0,6031.0,Din Tai Fung,ENoPVIJuZADgi67BofOUhQ,consistently renders restaurant stars xiao long bao remains restaurants forte dumplings average honest egg,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2576,6032.0,6032.0,Din Tai Fung,ENoPVIJuZADgi67BofOUhQ,local colleagues brought herei totally unfamiliar cuisine ordered things across menu us share idea,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2577,6033.0,6033.0,Din Tai Fung,ENoPVIJuZADgi67BofOUhQ,would probably come outlet dtf location near industrial area full furniture warehouse shops,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2578,6034.0,6034.0,Din Tai Fung,roVE6_KqJESfyP_opzbk4Q,part chain dim sum restaurants scattered around singapore branch junction located basement floor,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2579,6035.0,6035.0,Din Tai Fung,roVE6_KqJESfyP_opzbk4Q,excellent taiwan dishes bun dishes well know respectable chain restaurants taiwan international including la,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2580,6036.0,6036.0,Din Tai Fung,roVE6_KqJESfyP_opzbk4Q,come dumplings three outlets really nice job quality food hence locals willingness stand line,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2593,6060.0,6060.0,Din Tai Fung,wQT0XcRu5L-wVKX_IOWfeQ,din tai fung tourist expat family friendly hands best dim sum country group,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2594,6061.0,6061.0,Din Tai Fung,wQT0XcRu5L-wVKX_IOWfeQ,told place dumps agree since dining alone able order one type dumplings xlb soup,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2595,6062.0,6062.0,Din Tai Fung,wQT0XcRu5L-wVKX_IOWfeQ,ive avoided din tai fung years wary wait prices hype pleasantly surprised arrived early basically,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2599,6070.0,6070.0,Din Tai Fung,1nw-_Bm8sivTBZ7Z-uiVCA,time busy busydim sum point surprise righthot sour soup bomb,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2600,6071.0,6071.0,Din Tai Fung,1nw-_Bm8sivTBZ7Z-uiVCA,always nice eat one favorite restaurants serve soup dumpling craving good chinese food come,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2601,6072.0,6072.0,Din Tai Fung,1nw-_Bm8sivTBZ7Z-uiVCA,overrated order orders dumplings might able distinguish taste ordered orders different ones,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2602,6073.0,6073.0,Din Tai Fung,UfORGWnRhrWoBEJwj8ivhA,says open till woman ignored us like minutes finally acknowledge said rudely close bad serviceok,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2603,6074.0,6074.0,Din Tai Fung,UfORGWnRhrWoBEJwj8ivhA,tourist spot anytime someone visits come favorites cant go wrong anything menu order family style,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2604,6075.0,6075.0,Din Tai Fung,UfORGWnRhrWoBEJwj8ivhA,din tai fung well known restaurant taiwan specialising xiaolongbao steamed pork dumplings number branches singapore,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2605,6078.0,6078.0,Din Tai Fung,b3SSnsn7MqGePDA7ZujeeQ,consistency sells honestly theres nothing special dumplings like freshness delicate skin,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2606,6079.0,6079.0,Din Tai Fung,b3SSnsn7MqGePDA7ZujeeQ,staple family feel like xiao long bao chain restaurant standard outlet food wise service wise,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2607,6080.0,6080.0,Din Tai Fung,b3SSnsn7MqGePDA7ZujeeQ,stopped nex sole purpose getting din tai fung got oh lord crowded heading podium asked,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2608,6090.0,6090.0,Din Tai Fung,uaMRCXty8IvLHHlCUq4TdA,really good meal visiting singapore first time tried din tai fung also locations,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2609,6091.0,6091.0,Din Tai Fung,uaMRCXty8IvLHHlCUq4TdA,dtf around made dtf used go closed outlet isnt big,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2610,6092.0,6092.0,Din Tai Fung,uaMRCXty8IvLHHlCUq4TdA,shockingly bad expereincewe took visitors din tai fung marine parade location shocked poor service restuarant half,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2611,6093.0,6093.0,Din Tai Fung,ZAsegTfOoGSzNXwvP3G3WA,steam pork dumplings well know must try also type dumplings dont like several small dishes like,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2612,6094.0,6094.0,Din Tai Fung,ZAsegTfOoGSzNXwvP3G3WA,generally good food nice variety limited like dumplings place recommended fried rice pork best opinion,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2613,6095.0,6095.0,Din Tai Fung,cUJK0lpS9XvPjxekzYriRg,used prefer crystal jade xlb din tai fung recently came large group extended family tried nearly everything,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2614,6096.0,6096.0,Din Tai Fung,cUJK0lpS9XvPjxekzYriRg,pork cutlet fried rice enough said given huge portion wouldnt call restaurant price close cafe price even,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2615,6097.0,6097.0,Din Tai Fung,cUJK0lpS9XvPjxekzYriRg,food still tastes alright saw longer make noodles dumpling fresh restaurant making components,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2616,6098.0,6098.0,Din Tai Fung,LuW9_7Mzs8fZ9o_E8J6DIQ,ive always heard dtf best dim sum xiao long bao never got try moved singapore live minute bus ride,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2617,6099.0,6099.0,Din Tai Fung,LuW9_7Mzs8fZ9o_E8J6DIQ,din tai fungs reputation made known delicious delicacies award one michelin star hong kong macau edition michelin,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2618,6100.0,6100.0,Din Tai Fung,LuW9_7Mzs8fZ9o_E8J6DIQ,generally good service nice food long strand hair food unacceptable cooks wear hair nets person scoops,160,indian,1.303999,103.83318,"['435 Orchard Rd', 'Level 4', 'Singapore 238877', 'Singapore']",4.5,125,$$
2622,432.0,432.0,The Seafood Market Place By Song fish,3A4IV5wXYg-N1GSu0oOzrw,place great really retail outlet frozen seafood distributors song fish dealer pte ltd theyve gussied space bit,161,indian,1.30678,103.7883377,"['1 Vista Exchange Green Unit', '#01-18, Star Vista', 'Singapore 138617', 'Singapore']",4.0,1,$$
2630,436.0,436.0,Vatos Urban Tacos,NbQH02mMYJ4r1RqvG2FDBA,well yelp never lets came vatos dinner needing break hawker stalls browsed yelp thats ended upmy bf,162,indian,1.2959732,103.8561986,"['36 Beach Rd', 'Singapore 189766', 'Singapore']",4.0,87,$$
2631,437.0,437.0,Vatos Urban Tacos,NbQH02mMYJ4r1RqvG2FDBA,place stashed away dip conveniently located beach road complex beautiful creation area stay play,162,indian,1.2959732,103.8561986,"['36 Beach Rd', 'Singapore 189766', 'Singapore']",4.0,87,$$
2632,438.0,438.0,Vatos Urban Tacos,NbQH02mMYJ4r1RqvG2FDBA,vatos urban tacos knows exactly comes authentic mexican tacosi gotta say little hesitant go tacos,162,indian,1.2959732,103.8561986,"['36 Beach Rd', 'Singapore 189766', 'Singapore']",4.0,87,$$
2657,433.0,433.0,Food Village @ Takashimaya,v21XU6d3BKD8U1IqB9TsAw,mind great prices food could barely finish delish complete dinner cny specials last plenty seating plenty,163,indian,1.302451,103.834845,"['391 Orchard Rd', 'Singapore 238872', 'Singapore']",4.0,13,$$
2658,434.0,434.0,Food Village @ Takashimaya,v21XU6d3BKD8U1IqB9TsAw,come hungry many good eat including delicious green purple grapes japan many things see checkout,163,indian,1.302451,103.834845,"['391 Orchard Rd', 'Singapore 238872', 'Singapore']",4.0,13,$$
2659,435.0,435.0,Food Village @ Takashimaya,v21XU6d3BKD8U1IqB9TsAw,like japanese department stores theres always food court serving great goodies thats true mouth drooling especially empty,163,indian,1.302451,103.834845,"['391 Orchard Rd', 'Singapore 238872', 'Singapore']",4.0,13,$$
2681,442.0,442.0,Ramen Keisuke Tori King,Lv5GFFciSK532QIX2ZLqjg,came late december monday night best friend singapore let tell still crave ramen dayi got,164,indian,1.275296,103.843668,"['100 Tras St', '#03-15', 'Singapore 079027', 'Singapore']",4.0,30,$$
2682,443.0,443.0,Ramen Keisuke Tori King,Lv5GFFciSK532QIX2ZLqjg,recently outlet updated menu introduced new dishes nov maze soba ramen clear soup ramen rich soup tan tan mien ultra,164,indian,1.275296,103.843668,"['100 Tras St', '#03-15', 'Singapore 079027', 'Singapore']",4.0,30,$$
2683,444.0,444.0,Ramen Keisuke Tori King,Lv5GFFciSK532QIX2ZLqjg,dropped weekend lunch surprised queue also bit confused signage front restaurant said,164,indian,1.275296,103.843668,"['100 Tras St', '#03-15', 'Singapore 079027', 'Singapore']",4.0,30,$$
2708,445.0,445.0,JB Ah Meng,cJddMAQBT0Upet3hEULHng,im reviewing place dont ever lose hands one favorite meals singapore white pepper crabs lala clams,165,indian,1.3136214779291,103.886015567134,"['534 Geylang Rd', 'Singapore 389490', 'Singapore']",4.5,20,$$
2709,446.0,446.0,JB Ah Meng,cJddMAQBT0Upet3hEULHng,decided review store take away week agothe food use strong flavours every dish robustly,165,indian,1.3136214779291,103.886015567134,"['534 Geylang Rd', 'Singapore 389490', 'Singapore']",4.5,20,$$
2710,447.0,447.0,JB Ah Meng,cJddMAQBT0Upet3hEULHng,ive wanting eat longest time boss asked organize team dinner recently jumped opportunity,165,indian,1.3136214779291,103.886015567134,"['534 Geylang Rd', 'Singapore 389490', 'Singapore']",4.5,20,$$
2735,457.0,457.0,Dragon Phoenix,oKw-LZHbPrE_t55bJHgzXQ,traditional cantonese dim sum nice traditional chinese restaurant setting fancy fusion nonsense good old fashion dim sum done good old,166,indian,1.2916,103.845001,"['177A River Valley Rd', '#06', 'Singapore 179031', 'Singapore']",4.0,5,$$
2736,458.0,458.0,Dragon Phoenix,oKw-LZHbPrE_t55bJHgzXQ,review fantastic dimsum lunch couple months agofor dimsum lunch special dimsum half price,166,indian,1.2916,103.845001,"['177A River Valley Rd', '#06', 'Singapore 179031', 'Singapore']",4.0,5,$$
2737,459.0,459.0,Dragon Phoenix,oKw-LZHbPrE_t55bJHgzXQ,recent trip singapore realized owning chinese restaurant city filled gazillion chinese restaurants must tough,166,indian,1.2916,103.845001,"['177A River Valley Rd', '#06', 'Singapore 179031', 'Singapore']",4.0,5,$$
2765,451.0,451.0,Tanglin Market Place,RrC-VcK_9d29UUyalj_OGw,regent hotel lamenting far orchard road concerned id trapped hotel given perceived,167,indian,1.304923,103.823787,"['163 Tanglin Rd', '#B1-02/03', 'Singapore 247933', 'Singapore']",4.5,4,$$
